SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773601134,12493666021,0,0.0,NOT_LEADER,1,0,125
1773601135,12493741751,12494253394,511.6,OK,0,0,125
1773601136,12494253481,12494559227,305.7,OK,0,0,125
1773601137,12494559308,12494845498,286.2,OK,0,0,125
1773601138,12494845636,12495233388,387.8,OK,0,0,125
1773601139,12495233477,12495877786,644.3,OK,0,0,125
1773601140,12495877865,12496164923,287.1,OK,0,0,125
1773601141,12496164992,12496519328,354.3,OK,0,0,125
1773601142,12496519388,12496805878,286.5,OK,0,0,125
1773601143,12496805947,12497092731,286.8,OK,0,0,125
1773601144,12497092795,12497457077,364.3,OK,0,0,125
1773601145,12497457150,12497864229,407.1,OK,0,0,125
1773601146,12497864291,12498150854,286.6,OK,0,0,125
1773601147,12498150913,12498523214,372.3,OK,0,0,125
1773601148,12498523271,12498809790,286.5,OK,0,0,125
1773601149,12498809858,12499142290,332.4,OK,0,0,125
1773601150,12499142360,12499523748,381.4,OK,0,0,125
1773601151,12499523832,12499828851,305.0,OK,0,0,125
1773601152,12499828947,12500115886,286.9,OK,0,0,125
1773601153,12500115978,12501067922,951.9,OK,0,0,125
1773601154,12501068046,12501355125,287.1,OK,0,0,125
1773601155,12501355210,12501642743,287.5,OK,0,0,125
1773601156,12501642837,12502027378,384.5,OK,0,0,125
1773601157,12502027576,12502325086,297.5,OK,0,0,125
1773601158,12502325168,12502612254,287.1,OK,0,0,125
1773601159,12502612402,12503591602,979.2,OK,0,0,125
1773601160,12503591764,12503878276,286.5,OK,0,0,125
1773601161,12503878440,12504166850,288.4,OK,0,0,125
1773601162,12504166941,12504532582,365.6,OK,0,0,125
1773601163,12504532655,12505186782,654.1,OK,0,0,125
1773601164,12505186857,12505473688,286.8,OK,0,0,125
1773601165,12505473781,12505828990,355.2,OK,0,0,125
1773601166,12505829088,12506115583,286.5,OK,0,0,125
1773601167,12506115666,12506403206,287.5,OK,0,0,125
1773601168,12506403280,12507366075,962.8,OK,0,0,125
1773601169,12507366165,12507654000,287.8,OK,0,0,125
1773601170,12507654081,12507941215,287.1,OK,0,0,125
1773601171,12507941312,12508332582,391.3,OK,0,0,125
1773601172,12508332665,12508619361,286.7,OK,0,0,125
1773601173,12508619547,12508906721,287.2,OK,0,0,125
1773601174,12508906784,12509872995,966.2,OK,0,0,125
1773601175,12509873072,12510160030,287.0,OK,0,0,125
1773601176,12510160099,12510447617,287.5,OK,0,0,125
1773601177,12510447778,12510837668,389.9,OK,0,0,125
1773601178,12510837762,12511124649,286.9,OK,0,0,125
1773601179,12511124765,12511412845,288.1,OK,0,0,125
1773601180,12511412936,12512382753,969.8,OK,0,0,125
1773601181,12512382823,12512669613,286.8,OK,0,0,125
1773601182,12512669682,12512957114,287.4,OK,0,0,125
1773601183,12512957241,0,0.0,TIMEOUT,0,-1,-1
1773601184,12513968576,0,0.0,NOT_LEADER,2,0,125
1773601187,12514795119,0,0.0,NOT_LEADER,2,-1,126
1773601189,12515309777,0,0.0,NOT_LEADER,3,4,126
1773601190,12515738571,0,0.0,NOT_LEADER,4,-1,126
1773601192,12516530931,0,0.0,NOT_LEADER,1,2,127
1773601193,12516575620,0,0.0,NOT_LEADER,2,-1,127
1773601194,12516723788,0,0.0,NOT_LEADER,1,2,127
1773601195,12516766373,12517707668,941.3,OK,2,2,127
1773601196,12517707753,0,0.0,TIMEOUT,2,-1,-1
1773601197,12518719108,12518792991,73.9,OK,3,2,127
1773601198,12518793057,0,0.0,NOT_LEADER,3,2,127
1773601199,12518937419,0,0.0,NOT_LEADER,2,2,127
1773601200,12519145175,12519701318,556.1,OK,2,2,127
1773601201,12519701376,12519838893,137.5,OK,2,2,127
1773601202,12519838956,12520345030,506.1,OK,2,2,127
1773601203,12520345092,12520766164,421.1,OK,2,2,127
1773601204,12520766350,12521258695,492.3,OK,2,2,127
1773601205,12521258761,12521783398,524.6,OK,2,2,127
1773601206,12521783460,12522076123,292.7,OK,2,2,127
1773601207,12522076192,0,0.0,TIMEOUT,2,-1,-1
1773601208,12523087599,12523238088,150.5,OK,0,2,127
1773601209,12523238151,12523309711,71.6,OK,0,2,127
1773601210,12523309767,0,0.0,NOT_LEADER,0,2,127
1773601211,12523396766,0,0.0,NOT_LEADER,2,2,127
1773601212,12523544966,0,0.0,NOT_LEADER,2,2,127
1773601213,12523693221,12523827167,133.9,OK,2,2,127
1773601214,12523827254,12524827861,1000.6,OK,2,2,127
1773601215,12524827929,12524828179,0.2,OK,2,2,127
1773601216,12524828209,12524966004,137.8,OK,2,2,127
1773601217,12524966114,12525432661,466.5,OK,2,2,127
1773601218,12525432720,12525636899,204.2,OK,2,2,127
1773601219,12525636966,12525774752,137.8,OK,2,2,127
1773601220,12525774842,12526568989,794.1,OK,2,2,127
1773601221,12526569046,12526706686,137.6,OK,2,2,127
1773601222,12526706743,12526920985,214.2,OK,2,2,127
1773601223,12526921072,12527357841,436.8,OK,2,2,127
1773601224,12527357923,12527495689,137.8,OK,2,2,127
1773601225,12527495763,12527633671,137.9,OK,2,2,127
1773601226,12527633755,12528614482,980.7,OK,2,2,127
1773601227,12528614548,12528898667,284.1,OK,2,2,127
1773601228,12528898723,12529512337,613.6,OK,2,2,127
1773601229,12529512396,12529650124,137.7,OK,2,2,127
1773601230,12529650187,12529791310,141.1,OK,2,2,127
1773601231,12529791368,12530128157,336.8,OK,2,2,127
1773601232,12530128220,12530303412,175.2,OK,2,2,127
1773601233,12530303473,12530441312,137.8,OK,2,2,127
1773601234,12530441376,12530805438,364.1,OK,2,2,127
1773601235,12530805555,12530943317,137.8,OK,2,2,127
1773601236,12530943384,12531748208,804.8,OK,2,2,127
1773601237,12531748285,12531886076,137.8,OK,2,2,127
1773601238,12531886140,12532036413,150.3,OK,2,2,127
1773601239,12532036473,12532500627,464.2,OK,2,2,127
1773601240,12532500698,12532633905,133.2,OK,2,2,127
1773601241,12532633977,12532638559,4.6,OK,2,2,127
1773601242,12532638619,12533451757,813.1,OK,2,2,127
1773601243,12533451858,12533736657,284.8,OK,2,2,127
1773601244,12533736750,12534336571,599.8,OK,2,2,127
1773601245,12534336660,12534474548,137.9,OK,2,2,127
1773601246,12534474639,12534619305,144.7,OK,2,2,127
1773601247,12534619456,12534911489,292.0,OK,2,2,127
1773601248,12534911574,12535127165,215.6,OK,2,2,127
1773601249,12535127251,12535264984,137.7,OK,2,2,127
1773601250,12535265067,12535721644,456.6,OK,2,2,127
1773601251,12535721732,12535859498,137.8,OK,2,2,127
1773601252,12535859594,12536315173,455.6,OK,2,2,127
1773601253,12536315264,12536597791,282.5,OK,2,2,127
1773601254,12536597877,12537225189,627.3,OK,2,2,127
1773601255,12537225272,12537363097,137.8,OK,2,2,127
1773601256,12537363185,12537500945,137.8,OK,2,2,127
1773601257,12537501028,12537856554,355.5,OK,2,2,127
1773601258,12537856658,12538014944,158.3,OK,2,2,127
1773601259,12538015031,12538152716,137.7,OK,2,2,127
1773601260,12538152795,12538613759,461.0,OK,2,2,127
1773601261,12538613833,12538910381,296.5,OK,2,2,127
1773601262,12538910444,12539185205,274.8,OK,2,2,127
1773601263,12539185313,12539411593,226.3,OK,2,2,127
1773601264,12539411673,12539549464,137.8,OK,2,2,127
1773601265,12539549552,12540000825,451.3,OK,2,2,127
1773601266,12540000905,12540138696,137.8,OK,2,2,127
1773601267,12540138860,12540609875,471.0,OK,2,2,127
1773601268,12540609962,12540895033,285.1,OK,2,2,127
1773601269,12540895124,12541517405,622.3,OK,2,2,127
1773601270,12541517481,12541655248,137.8,OK,2,2,127
1773601271,12541655369,12541792947,137.6,OK,2,2,127
1773601272,12541793009,12542212037,419.0,OK,2,2,127
1773601273,12542212098,12542349706,137.6,OK,2,2,127
1773601274,12542349766,12542487517,137.8,OK,2,2,127
1773601275,12542487582,12543027528,539.9,OK,2,2,127
1773601276,12543027593,12543169499,141.9,OK,2,2,127
1773601277,12543169568,12543312744,143.2,OK,2,2,127
1773601278,12543312808,12543776845,464.0,OK,2,2,127
1773601279,12543776913,12544516532,739.6,OK,2,2,127
1773601280,12544516601,12544654352,137.8,OK,2,2,127
1773601281,12544654412,12544803701,149.3,OK,2,2,127
1773601282,12544803773,12545366696,562.9,OK,2,2,127
1773601283,12545366795,12545366847,0.1,OK,2,2,127
1773601284,12545366864,12545504731,137.9,OK,2,2,127
1773601285,12545504812,12546021701,516.9,OK,2,2,127
1773601286,12546021785,12546768914,747.1,OK,2,2,127
1773601287,12546768982,12546914835,145.9,OK,2,2,127
1773601288,12546914899,12547060705,145.8,OK,2,2,127
1773601289,12547060760,12547551797,491.0,OK,2,2,127
1773601290,12547551855,12547618163,66.3,OK,2,2,127
1773601291,12547618238,12547697867,79.6,OK,2,2,127
1773601292,12547697927,12548516115,818.2,OK,2,2,127
