SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773608440,19799379856,0,0.0,NOT_LEADER,4,0,489
1773608441,19799884214,19800460814,576.6,OK,0,0,489
1773608442,19800460931,19800742936,282.0,OK,0,0,489
1773608443,19800743069,19801026071,283.0,OK,0,0,489
1773608444,19801026163,19801311468,285.3,OK,0,0,489
1773608445,19801311544,19801594976,283.4,OK,0,0,489
1773608446,19801595068,19801877515,282.4,OK,0,0,489
1773608447,19801877593,19802238880,361.3,OK,0,0,489
1773608448,19802239180,19802614624,375.4,OK,0,0,489
1773608449,19802614700,19802897549,282.8,OK,0,0,489
1773608450,19802897611,19803239646,342.0,OK,0,0,489
1773608451,19803239707,19803606258,366.6,OK,0,0,489
1773608452,19803606319,19803888433,282.1,OK,0,0,489
1773608453,19803888628,19804493053,604.4,OK,0,0,489
1773608454,19804493118,19804776093,283.0,OK,0,0,489
1773608455,19804776161,19805059851,283.7,OK,0,0,489
1773608456,19805059928,19805388129,328.2,OK,0,0,489
1773608457,19805388193,19805743265,355.1,OK,0,0,489
1773608458,19805743326,19806079510,336.2,OK,0,0,489
1773608459,19806079571,19806362522,283.0,OK,0,0,489
1773608460,19806362581,19806798774,436.2,OK,0,0,489
1773608461,19806798823,19807409849,611.0,OK,0,0,489
1773608462,19807409906,19807692881,283.0,OK,0,0,489
1773608463,19807693028,19808048276,355.2,OK,0,0,489
1773608464,19808048360,19808632322,584.0,OK,0,0,489
1773608465,19808632415,19808915566,283.2,OK,0,0,489
1773608466,19808915652,19809268765,353.1,OK,0,0,489
1773608467,19809268839,19809854637,585.8,OK,0,0,489
1773608468,19809854727,19810137121,282.4,OK,0,0,489
1773608469,19810137226,19810491405,354.2,OK,0,0,489
1773608470,19810491487,19811060454,569.0,OK,0,0,489
1773608471,19811060526,19811343357,282.8,OK,0,0,489
1773608472,19811343494,19811698341,354.8,OK,0,0,489
1773608473,19811698407,19812261497,563.1,OK,0,0,489
1773608474,19812261570,19812544564,283.0,OK,0,0,489
1773608475,19812544632,19812899055,354.4,OK,0,0,489
1773608476,19812899154,19813465009,565.9,OK,0,0,489
1773608477,19813465093,19813747810,282.7,OK,0,0,489
1773608478,19813747901,19814102263,354.4,OK,0,0,489
1773608479,19814102345,19814663868,561.5,OK,0,0,489
1773608480,19814663963,19814949079,285.1,OK,0,0,489
1773608481,19814949170,19815301774,352.6,OK,0,0,489
1773608482,19815301863,19815886802,584.9,OK,0,0,489
1773608483,19815886890,19816169270,282.4,OK,0,0,489
1773608484,19816169332,19816522622,353.3,OK,0,0,489
1773608485,19816522694,19817087381,564.7,OK,0,0,489
1773608486,19817087465,19817369687,282.2,OK,0,0,489
1773608487,19817369758,19817724470,354.7,OK,0,0,489
1773608488,19817724561,19818296697,572.1,OK,0,0,489
1773608489,19818296801,19818579224,282.4,OK,0,0,489
1773608490,19818579322,19818933350,354.0,OK,0,0,489
1773608491,19818933424,19819504362,570.9,OK,0,0,489
1773608492,19819504432,19819786266,281.8,OK,0,0,489
1773608493,19819786401,19820140933,354.5,OK,0,0,489
1773608494,19820141003,19820707084,566.1,OK,0,0,489
1773608495,19820707298,19820988865,281.6,OK,0,0,489
1773608496,19820989028,19821343905,354.9,OK,0,0,489
1773608497,19821343968,19821899204,555.2,OK,0,0,489
1773608498,19821899280,19822182579,283.3,OK,0,0,489
1773608499,19822182639,19822536493,353.9,OK,0,0,489
1773608500,19822536559,19822818889,282.3,OK,0,0,489
1773608501,19822818985,19823101572,282.6,OK,0,0,489
1773608502,19823101674,19823602631,501.0,OK,0,0,489
1773608503,19823602720,19823878637,275.9,OK,0,0,489
1773608504,19823878724,19824160197,281.5,OK,0,0,489
1773608505,19824160280,19824806634,646.4,OK,0,0,489
1773608506,19824806722,19825087371,280.6,OK,0,0,489
1773608507,19825087448,19825648367,560.9,OK,0,0,489
1773608508,19825648504,19825929713,281.2,OK,0,0,489
1773608509,19825929827,19826281549,351.7,OK,0,0,489
1773608510,19826281646,19826843372,561.7,OK,0,0,489
1773608511,19826843470,19827124349,280.9,OK,0,0,489
1773608512,19827124440,19827478185,353.7,OK,0,0,489
1773608513,19827478269,19828040342,562.1,OK,0,0,489
1773608514,19828040406,19828320872,280.5,OK,0,0,489
1773608515,19828320937,19828673810,352.9,OK,0,0,489
1773608516,19828673882,19829232720,558.8,OK,0,0,489
1773608517,19829232783,19829533522,300.7,OK,0,0,489
1773608518,19829533609,19829873485,339.9,OK,0,0,489
1773608519,19829873550,19830472724,599.2,OK,0,0,489
1773608520,19830472795,19830773726,300.9,OK,0,0,489
1773608521,19830773788,19831113637,339.8,OK,0,0,489
1773608522,19831113697,19831709516,595.8,OK,0,0,489
1773608523,19831709586,19832011515,301.9,OK,0,0,489
1773608524,19832011576,19832349598,338.0,OK,0,0,489
1773608525,19832349691,19832934094,584.4,OK,0,0,489
1773608526,19832934187,19833236954,302.8,OK,0,0,489
1773608527,19833237031,19833574200,337.2,OK,0,0,489
1773608528,19833574364,19833875667,301.3,OK,0,0,489
1773608529,19833875728,19834177593,301.9,OK,0,0,489
1773608530,19834177666,19834575783,398.1,OK,0,0,489
1773608531,19834575845,19835140212,564.4,OK,0,0,489
1773608532,19835140329,19835443110,302.8,OK,0,0,489
1773608533,19835443196,19835767507,324.3,OK,0,0,489
1773608534,19835767588,19836355993,588.4,OK,0,0,489
1773608535,19836356087,19836643403,287.3,OK,0,0,489
1773608536,19836643470,0,0.0,TIMEOUT,0,-1,-1
1773608537,19837654698,0,0.0,NOT_LEADER,2,0,489
1773608539,19838187257,0,0.0,NOT_LEADER,3,0,489
1773608541,19838799956,0,0.0,NOT_LEADER,4,0,489
1773608543,19839318097,0,0.0,NOT_LEADER,2,0,489
1773608545,19839737689,0,0.0,NOT_LEADER,4,0,489
1773608547,19840254490,0,0.0,NOT_LEADER,1,0,489
1773608549,19840600350,0,0.0,NOT_LEADER,4,0,489
1773608551,19841114621,0,0.0,NOT_LEADER,2,0,489
1773608553,19841528050,0,0.0,NOT_LEADER,3,0,489
1773608554,19841705838,0,0.0,NOT_LEADER,0,-1,490
1773608555,19842456285,19842892604,436.3,OK,0,0,490
1773608556,19842892670,19843227236,334.6,OK,0,0,490
1773608557,19843227302,19843526438,299.1,OK,0,0,490
1773608558,19843526535,19843827100,300.6,OK,0,0,490
1773608559,19843827199,19844227729,400.5,OK,0,0,490
1773608560,19844227810,19844539217,311.4,OK,0,0,490
1773608561,19844539283,19844839258,300.0,OK,0,0,490
1773608562,19844839327,19845229848,390.5,OK,0,0,490
1773608563,19845229912,19845529174,299.3,OK,0,0,490
1773608564,19845529257,19845828325,299.1,OK,0,0,490
1773608565,19845828412,19846372757,544.3,OK,0,0,490
1773608566,19846372843,19846738541,365.7,OK,0,0,490
1773608567,19846738628,19847043192,304.6,OK,0,0,490
1773608568,19847043284,19847474204,430.9,OK,0,0,490
1773608569,19847474277,19847777968,303.7,OK,0,0,490
1773608570,19847778032,19848408109,630.1,OK,0,0,490
1773608571,19848408173,19848712969,304.8,OK,0,0,490
1773608572,19848713031,19849047870,334.8,OK,0,0,490
1773608573,19849047941,19849353069,305.1,OK,0,0,490
