SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773715823,6848698138,6849360811,662.7,OK,3,3,21
1773715824,6850198294,6850587953,389.7,OK,3,3,21
1773715825,6851698479,6852088980,390.5,OK,3,3,21
1773715826,6853198663,6853589756,391.1,OK,3,3,21
1773715827,6854698842,6855091236,392.4,OK,3,3,21
1773715828,6856199021,6856589754,390.7,OK,3,3,21
1773715829,6857699250,6858089995,390.7,OK,3,3,21
1773715830,6859199534,6859590621,391.1,OK,3,3,21
1773715831,6860699788,6861091739,392.0,OK,3,3,21
1773715832,6862199960,6862590448,390.5,OK,3,3,21
1773715833,6863700130,6864091627,391.5,OK,3,3,21
1773715834,6865200302,6865591605,391.3,OK,3,3,21
1773715835,6866700586,6867092627,392.0,OK,3,3,21
1773715836,6868200724,6868592545,391.8,OK,3,3,21
1773715837,6869700866,0,0.0,TIMEOUT,3,-1,-1
1773715838,6871201056,0,0.0,NOT_LEADER,4,-1,22
1773715840,6874201372,0,0.0,NOT_LEADER,2,1,23
1773715841,6875701582,6876117936,416.4,OK,1,1,23
1773715842,6877201713,6877448272,246.6,OK,1,1,23
1773715843,6878701865,6878947831,246.0,OK,1,1,23
1773715844,6880202014,6880414595,212.6,OK,1,1,23
1773715845,6881702195,6881912939,210.7,OK,1,1,23
1773715846,6883202351,6883411729,209.4,OK,1,1,23
1773715847,6884702570,6884915313,212.7,OK,1,1,23
1773715848,6886202725,6886413410,210.7,OK,1,1,23
1773715849,6887702916,6887913780,210.9,OK,1,1,23
1773715850,6889203087,6889414456,211.4,OK,1,1,23
1773715851,6890703231,6890913584,210.4,OK,1,1,23
1773715852,6892203393,6892414839,211.4,OK,1,1,23
1773715853,6893703532,6893913078,209.5,OK,1,1,23
1773715854,6895203685,6895414295,210.6,OK,1,1,23
1773715855,6896703894,6896915427,211.5,OK,1,1,23
1773715856,6898204057,0,0.0,TIMEOUT,1,-1,-1
1773715858,6901204364,0,0.0,NOT_LEADER,4,-1,25
1773715859,6902704536,0,0.0,NOT_LEADER,3,-1,26
1773715860,6904204840,0,0.0,NOT_LEADER,4,-1,27
1773715861,6905705049,6906300554,595.5,OK,0,0,27
