SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773724980,16005953704,0,0.0,NOT_LEADER,0,-1,2
1773724981,16007453852,0,0.0,NOT_LEADER,4,2,3
1773724982,16008954107,16009938856,984.7,OK,2,2,3
1773724983,16010454282,16011092748,638.5,OK,2,2,3
1773724984,16011954432,16012591136,636.7,OK,2,2,3
1773724985,16013454588,16014092770,638.2,OK,2,2,3
1773724986,16014954930,16015828062,873.1,OK,2,2,3
1773724987,16016455078,0,0.0,TIMEOUT,2,-1,-1
1773724988,16017955262,16017955327,0.1,OK,4,2,3
1773724989,16019455414,0,0.0,NOT_LEADER,4,2,3
1773724990,16020955575,0,0.0,NOT_LEADER,2,2,3
1773724991,16022455728,16022455787,0.1,OK,2,2,3
1773724992,16023955948,16023956075,0.1,OK,2,2,3
1773724993,16025456129,16025456211,0.1,OK,2,2,3
1773724994,16026956291,16026956368,0.1,OK,2,2,3
1773724995,16028456475,16028456545,0.1,OK,2,2,3
1773724996,16029956640,16029956717,0.1,OK,2,2,3
1773724997,16031456790,16031456968,0.2,OK,2,2,3
1773724998,16032956993,16032957121,0.1,OK,2,2,3
1773725001,16037457521,0,0.0,NOT_LEADER,3,-1,5
1773725003,16040457861,0,0.0,NOT_LEADER,3,0,6
1773725004,16041958120,0,0.0,TIMEOUT,0,-1,-1
1773725005,16043458281,16043458343,0.1,OK,3,0,6
1773725006,16044958464,0,0.0,NOT_LEADER,3,0,6
1773725007,16046458659,0,0.0,NOT_LEADER,0,0,6
1773725008,16047958822,16047958884,0.1,OK,0,0,6
1773725009,16049458970,16049459038,0.1,OK,0,0,6
1773725010,16050959137,16050959219,0.1,OK,0,0,6
1773725011,16052459294,16052459364,0.1,OK,0,0,6
1773725012,16053959450,16053959508,0.1,OK,0,0,6
1773725013,16055459592,16055459651,0.1,OK,0,0,6
1773725014,16056959761,16056959841,0.1,OK,0,0,6
1773725015,16058459939,16058460045,0.1,OK,0,0,6
1773725016,16059960129,16059960203,0.1,OK,0,0,6
1773725017,16061460289,16061460365,0.1,OK,0,0,6
1773725018,16062960486,16062960562,0.1,OK,0,0,6
1773725019,16064460645,16064460712,0.1,OK,0,0,6
1773725022,16068961210,0,0.0,NOT_LEADER,2,-1,8
1773725024,16071961559,0,0.0,NOT_LEADER,2,-1,9
1773725025,16073461715,0,0.0,NOT_LEADER,3,2,10
1773725026,16074961995,0,0.0,NOT_LEADER,2,-1,11
1773725027,16076462182,0,0.0,NOT_LEADER,0,2,12
1773725028,16077962349,0,0.0,TIMEOUT,2,-1,-1
1773725029,16079462517,16079462596,0.1,OK,0,2,12
1773725030,16080962697,0,0.0,NOT_LEADER,0,2,12
1773725031,16082462952,0,0.0,NOT_LEADER,2,2,12
1773725032,16083963121,16083963199,0.1,OK,2,2,12
1773725033,16085463278,16085463360,0.1,OK,2,2,12
1773725034,16086963445,16086963521,0.1,OK,2,2,12
1773725035,16088463684,16088463774,0.1,OK,2,2,12
1773725036,16089963910,16089963991,0.1,OK,2,2,12
1773725037,16091464161,16091464232,0.1,OK,2,2,12
1773725038,16092964339,16092964419,0.1,OK,2,2,12
1773725039,16094464512,16094464576,0.1,OK,2,2,12
1773725040,16095964661,16095964726,0.1,OK,2,2,12
1773725041,16097464817,16097464902,0.1,OK,2,2,12
1773725042,16098964970,16098965080,0.1,OK,2,2,12
1773725043,16100465130,16100465204,0.1,OK,2,2,12
1773725044,16101965284,16101965366,0.1,OK,2,2,12
1773725047,16106465778,0,0.0,NOT_LEADER,0,3,14
1773725048,16107965982,0,0.0,NOT_LEADER,3,-1,14
1773725049,16109466140,0,0.0,NOT_LEADER,3,0,15
1773725050,16110966288,0,0.0,NOT_LEADER,0,-1,16
1773725051,16112466450,0,0.0,NOT_LEADER,4,-1,16
1773725052,16113966618,0,0.0,NOT_LEADER,2,0,17
1773725053,16115466781,0,0.0,NOT_LEADER,0,3,18
1773725054,16116966963,16117847656,880.7,OK,3,3,18
1773725055,16118467127,16119421585,954.5,OK,3,3,18
1773725056,16119967310,16120851535,884.2,OK,3,3,18
1773725057,16121467452,16122426599,959.1,OK,3,3,18
1773725058,16122967610,16123856516,888.9,OK,3,3,18
1773725059,16124467769,16125431079,963.3,OK,3,3,18
1773725060,16125967959,16126860550,892.6,OK,3,3,18
1773725061,16127468119,16128302233,834.1,OK,3,3,18
1773725062,16128968279,16129865308,897.0,OK,3,3,18
1773725063,16130468432,16131378723,910.3,OK,3,3,18
1773725064,16131968579,16132623162,654.6,OK,3,3,18
1773725065,16133468731,16134125398,656.7,OK,3,3,18
1773725066,16134968886,16135627065,658.2,OK,3,3,18
1773725067,16136469023,16137071528,602.5,OK,3,3,18
1773725068,16137969259,16138631065,661.8,OK,3,3,18
1773725069,16139469413,16140059480,590.1,OK,3,3,18
1773725070,16140969557,0,0.0,TIMEOUT,3,-1,-1
1773725071,16142469700,0,0.0,NOT_LEADER,4,3,18
1773725075,16148470296,0,0.0,NOT_LEADER,2,0,20
1773725076,16149970440,16150772847,802.4,OK,0,0,20
1773725077,16151470596,16151948541,477.9,OK,0,0,20
1773725078,16152970750,16153381150,410.4,OK,0,0,20
1773725079,16154470919,16154881365,410.4,OK,0,0,20
1773725080,16155971100,16156381638,410.5,OK,0,0,20
1773725081,16157471271,16157873784,402.5,OK,0,0,20
1773725082,16158971448,16159379050,407.6,OK,0,0,20
1773725083,16160471604,16160880677,409.1,OK,0,0,20
1773725084,16161971773,16162385041,413.3,OK,0,0,20
1773725085,16163471914,16163878958,407.0,OK,0,0,20
1773725086,16164972062,16165386395,414.3,OK,0,0,20
1773725087,16166472210,16166887553,415.3,OK,0,0,20
1773725088,16167972384,16168390677,418.3,OK,0,0,20
1773725089,16169472551,16169888715,416.2,OK,0,0,20
1773725090,16170972728,0,0.0,TIMEOUT,0,-1,-1
1773725092,16173973093,0,0.0,NOT_LEADER,4,-1,21
1773725093,16175473264,0,0.0,NOT_LEADER,2,3,22
1773725094,16176973439,16178193343,1219.9,OK,3,3,22
1773725095,16178473633,16179389201,915.6,OK,3,3,22
1773725096,16179973807,0,0.0,TIMEOUT,3,-1,-1
1773725097,16181474031,16181627025,153.0,OK,0,3,22
1773725098,16182974192,0,0.0,NOT_LEADER,0,3,22
1773725099,16184474356,0,0.0,NOT_LEADER,3,3,22
1773725100,16185974521,16185974600,0.1,OK,3,3,22
1773725101,16187474674,16187474757,0.1,OK,3,3,22
1773725102,16188974857,16188974924,0.1,OK,3,3,22
1773725103,16190475021,16190475116,0.1,OK,3,3,22
1773725104,16191975244,16191975320,0.1,OK,3,3,22
1773725105,16193475345,16193475422,0.1,OK,3,3,22
1773725106,16194975473,16194975548,0.1,OK,3,3,22
1773725107,16196475606,16196475691,0.1,OK,3,3,22
1773725108,16197975739,16197975819,0.1,OK,3,3,22
1773725109,16199475886,16199475948,0.1,OK,3,3,22
1773725110,16200976052,16200976148,0.1,OK,3,3,22
1773725114,16206976636,0,0.0,NOT_LEADER,4,0,23
1773725115,16208476751,16209207275,730.5,OK,0,0,23
1773725116,16209976879,16210712635,735.8,OK,0,0,23
1773725117,16211477024,16212207642,730.6,OK,0,0,23
1773725118,16212977166,16213383753,406.6,OK,0,0,23
1773725119,16214477310,16214885321,408.0,OK,0,0,23
1773725120,16215977479,16216385522,408.0,OK,0,0,23
1773725121,16217477640,16218087951,610.3,OK,0,0,23
1773725122,16218977795,16219388980,411.2,OK,0,0,23
1773725123,16220478030,16221093117,615.1,OK,0,0,23
1773725124,16221978190,16222384612,406.4,OK,0,0,23
1773725125,16223478341,16223883164,404.8,OK,0,0,23
1773725126,16224978516,16225389250,410.7,OK,0,0,23
1773725127,16226478711,16226885104,406.4,OK,0,0,23
1773725128,16227978892,16228386779,407.9,OK,0,0,23
1773725129,16229479133,0,0.0,TIMEOUT,0,-1,-1
1773725130,16230979323,0,0.0,NOT_LEADER,3,0,23
1773725132,16233979659,0,0.0,NOT_LEADER,2,-1,25
1773725133,16235479820,0,0.0,NOT_LEADER,4,-1,25
1773725135,16238480249,0,0.0,NOT_LEADER,2,-1,27
1773725136,16239980409,0,0.0,NOT_LEADER,3,-1,28
1773725137,16241480536,0,0.0,NOT_LEADER,0,2,28
1773725138,16242980704,0,0.0,NOT_LEADER,2,-1,29
1773725139,16244480843,16245016188,535.3,OK,3,3,30
1773725140,16245981072,16246565717,584.6,OK,3,3,30
1773725141,16247481226,16248208427,727.2,OK,3,3,30
1773725142,16248981369,16249637996,656.6,OK,3,3,30
1773725143,16250481501,16251067199,585.7,OK,3,3,30
1773725144,16251981655,16252583249,601.6,OK,3,3,30
1773725145,16253481829,16254144293,662.5,OK,3,3,30
1773725146,16254982000,16255587144,605.1,OK,3,3,30
1773725147,16256482146,16257148966,666.8,OK,3,3,30
1773725148,16257982302,16258650527,668.2,OK,3,3,30
1773725149,16259482479,16260152828,670.3,OK,3,3,30
1773725150,16260982642,16261654799,672.2,OK,3,3,30
1773725151,16262482793,16263084539,601.7,OK,3,3,30
1773725152,16263982968,16264799447,816.5,OK,3,3,30
1773725153,16265483096,16266301520,818.4,OK,3,3,30
1773725154,16266983275,16267658802,675.5,OK,3,3,30
1773725155,16268483426,16269174504,691.1,OK,3,3,30
1773725156,16269983587,0,0.0,TIMEOUT,3,-1,-1
1773725158,16272983940,0,0.0,NOT_LEADER,4,-1,31
1773725160,16275984295,0,0.0,NOT_LEADER,0,-1,33
1773725161,16277484437,0,0.0,NOT_LEADER,2,-1,33
1773725163,16280484741,0,0.0,NOT_LEADER,2,0,34
1773725164,16281984887,16282396720,411.8,OK,0,0,34
1773725165,16283485041,16283894607,409.6,OK,0,0,34
1773725166,16284985237,16285396606,411.4,OK,0,0,34
1773725167,16286485382,16286896814,411.4,OK,0,0,34
1773725168,16287985531,16288395965,410.4,OK,0,0,34
1773725169,16289485687,16289898152,412.5,OK,0,0,34
1773725170,16290985913,16291396390,410.5,OK,0,0,34
1773725171,16292486102,16292899637,413.5,OK,0,0,34
1773725172,16293986296,16294397180,410.9,OK,0,0,34
1773725173,16295486448,16295891100,404.7,OK,0,0,34
1773725174,16296986598,16297397494,410.9,OK,0,0,34
1773725175,16298486758,16298901473,414.7,OK,0,0,34
1773725176,16299986935,16300396396,409.5,OK,0,0,34
1773725177,16301487106,16301900189,413.1,OK,0,0,34
1773725178,16302987277,16303401233,414.0,OK,0,0,34
1773725179,16304487425,0,0.0,TIMEOUT,0,-1,-1
1773725181,16307487785,0,0.0,NOT_LEADER,4,-1,35
1773725185,16313488364,0,0.0,NOT_LEADER,2,-1,38
1773725186,16314988531,0,0.0,NOT_LEADER,3,-1,39
1773725189,16319489135,0,0.0,NOT_LEADER,0,4,41
1773725190,16320989334,16321721259,731.9,OK,4,4,42
1773725191,16322489492,16323292820,803.3,OK,4,4,42
1773725192,16323989654,16324794763,805.1,OK,4,4,42
1773725193,16325489851,16326282048,792.2,OK,4,4,42
1773725194,16326990014,16327767347,777.3,OK,4,4,42
1773725195,16328490161,16329324670,834.5,OK,4,4,42
1773725196,16329990318,16330838085,847.8,OK,4,4,42
1773725197,16331490471,16332350669,860.2,OK,4,4,42
1773725198,16332990716,16333856392,865.7,OK,4,4,42
1773725199,16334491019,16335357916,866.9,OK,4,4,42
1773725200,16335991175,16336885653,894.5,OK,4,4,42
1773725201,16337491332,16338399542,908.2,OK,4,4,42
1773725202,16338991525,16339923181,931.7,OK,4,4,42
1773725203,16340491680,16341453149,961.5,OK,4,4,42
1773725204,16341991850,16342930871,939.0,OK,4,4,42
1773725205,16343492137,16344465155,973.0,OK,4,4,42
1773725206,16344992304,0,0.0,TIMEOUT,4,-1,-1
1773725208,16347992640,0,0.0,TIMEOUT,4,-1,-1
1773725209,16349492795,0,0.0,NOT_LEADER,0,-1,43
1773725212,16353993319,0,0.0,TIMEOUT,2,-1,-1
1773725213,16355493473,16355493534,0.1,OK,0,2,44
1773725214,16356993624,0,0.0,NOT_LEADER,0,2,44
1773725215,16358493780,0,0.0,NOT_LEADER,2,2,44
1773725216,16359993937,0,0.0,NOT_LEADER,2,0,45
1773725217,16361494112,0,0.0,NOT_LEADER,0,0,46
1773725218,16362994284,16362994345,0.1,OK,0,0,46
1773725219,16364494422,16364494487,0.1,OK,0,0,46
1773725220,16365994599,16365994662,0.1,OK,0,0,46
1773725221,16367494770,16367494852,0.1,OK,0,0,46
1773725222,16368994912,16368994976,0.1,OK,0,0,46
1773725223,16370495097,16370495211,0.1,OK,0,0,46
1773725224,16371995256,16371995324,0.1,OK,0,0,46
1773725225,16373495408,16373495481,0.1,OK,0,0,46
1773725226,16374995606,16374995670,0.1,OK,0,0,46
1773725227,16376495764,16376495944,0.2,OK,0,0,46
1773725228,16377995933,16377996052,0.1,OK,0,0,46
1773725229,16379496126,16379496213,0.1,OK,0,0,46
1773725230,16380996277,16380996355,0.1,OK,0,0,46
1773725231,16382496443,16382496520,0.1,OK,0,0,46
1773725232,16383996609,16383996687,0.1,OK,0,0,46
1773725233,16385496762,16385496829,0.1,OK,0,0,46
1773725235,16388497092,0,0.0,NOT_LEADER,4,-1,48
1773725236,16389997308,0,0.0,NOT_LEADER,3,-1,48
1773725240,16395997906,0,0.0,NOT_LEADER,0,4,50
1773725241,16397498165,16398402855,904.7,OK,4,4,50
1773725242,16398998333,16399886410,888.1,OK,4,4,50
1773725243,16400498485,16401422300,923.8,OK,4,4,50
1773725244,16401998644,16402951153,952.5,OK,4,4,50
1773725245,16403498787,16404439376,940.6,OK,4,4,50
1773725246,16404998951,0,0.0,TIMEOUT,4,-1,-1
