SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773615912,27271416824,27271885901,469.1,OK,0,0,3
1773615913,27271885986,27272168862,282.9,OK,0,0,3
1773615914,27272168924,27272451990,283.1,OK,0,0,3
1773615915,27272452101,27272734628,282.5,OK,0,0,3
1773615916,27272734712,27273109767,375.1,OK,0,0,3
1773615917,27273109919,27273392480,282.6,OK,0,0,3
1773615918,27273392572,27273920809,528.2,OK,0,0,3
1773615919,27273920970,27274203472,282.5,OK,0,0,3
1773615920,27274203552,27274485674,282.1,OK,0,0,3
1773615921,27274485752,27274768379,282.6,OK,0,0,3
1773615922,27274768458,27275051840,283.4,OK,0,0,3
1773615923,27275051919,27275392716,340.8,OK,0,0,3
1773615924,27275392801,27275748375,355.6,OK,0,0,3
1773615925,27275748469,27276031462,283.0,OK,0,0,3
1773615926,27276031550,27276471421,439.9,OK,0,0,3
1773615927,27276471501,27277065375,593.9,OK,0,0,3
1773615928,27277065470,27277348410,282.9,OK,0,0,3
1773615929,27277348495,27277702932,354.4,OK,0,0,3
1773615930,27277703020,27277996161,293.1,OK,0,0,3
1773615931,27277996233,27278278465,282.2,OK,0,0,3
1773615932,27278278532,27278561402,282.9,OK,0,0,3
1773615933,27278561462,27278843435,282.0,OK,0,0,3
1773615934,27278843502,27279206370,362.9,OK,0,0,3
1773615935,27279206435,27279553558,347.1,OK,0,0,3
1773615936,27279553625,27279837464,283.8,OK,0,0,3
1773615937,27279837547,27280471825,634.3,OK,0,0,3
1773615938,27280471966,27280755438,283.5,OK,0,0,3
1773615939,27280755526,27281038556,283.0,OK,0,0,3
1773615940,27281038643,27281422945,384.3,OK,0,0,3
1773615941,27281423028,27281709377,286.3,OK,0,0,3
1773615942,27281709446,27282259446,550.0,OK,0,0,3
1773615943,27282259514,27282542125,282.6,OK,0,0,3
1773615944,27282542188,27282824845,282.7,OK,0,0,3
1773615945,27282824906,27283212346,387.4,OK,0,0,3
1773615946,27283212410,27283589463,377.1,OK,0,0,3
1773615947,27283589529,27283872908,283.4,OK,0,0,3
1773615948,27283873032,27284213498,340.5,OK,0,0,3
1773615949,27284213558,27284528465,314.9,OK,0,0,3
1773615950,27284528539,27284964659,436.1,OK,0,0,3
1773615951,27284964727,27285463504,498.8,OK,0,0,3
1773615952,27285463573,27285746355,282.8,OK,0,0,3
1773615953,27285746424,27286029780,283.4,OK,0,0,3
1773615954,27286029841,27286342030,312.2,OK,0,0,3
1773615955,27286342099,27286717921,375.8,OK,0,0,3
1773615956,27286717993,27287024342,306.3,OK,0,0,3
1773615957,27287024403,27287307232,282.8,OK,0,0,3
1773615958,27287307297,27288284682,977.4,OK,0,0,3
1773615959,27288284753,27288567349,282.6,OK,0,0,3
1773615960,27288567410,27288850355,282.9,OK,0,0,3
1773615961,27288850454,27289222999,372.5,OK,0,0,3
1773615962,27289223077,27289894246,671.2,OK,0,0,3
1773615963,27289894310,27290177821,283.5,OK,0,0,3
1773615964,27290177888,27290532546,354.7,OK,0,0,3
1773615965,27290532605,27290826205,293.6,OK,0,0,3
1773615966,27290826264,27291108854,282.6,OK,0,0,3
1773615967,27291108930,27291392109,283.2,OK,0,0,3
1773615968,27291392192,27291674624,282.4,OK,0,0,3
1773615969,27291674708,27292034403,359.7,OK,0,0,3
1773615970,27292034472,27292380959,346.5,OK,0,0,3
1773615971,27292381045,27292664128,283.1,OK,0,0,3
1773615972,27292664186,27293310881,646.7,OK,0,0,3
1773615973,27293310941,27293593651,282.7,OK,0,0,3
1773615974,27293593710,27294155900,562.2,OK,0,0,3
1773615975,27294155992,27294438840,282.8,OK,0,0,3
1773615976,27294438923,27294793587,354.7,OK,0,0,3
1773615977,27294793670,27295076824,283.2,OK,0,0,3
1773615978,27295076898,27295359361,282.5,OK,0,0,3
1773615979,27295359443,27296340597,981.2,OK,0,0,3
1773615980,27296340677,27296623621,282.9,OK,0,0,3
1773615981,27296623709,27296907012,283.3,OK,0,0,3
1773615982,27296907094,27297296233,389.1,OK,0,0,3
1773615983,27297296311,27297840695,544.4,OK,0,0,3
1773615984,27297840777,27298123043,282.3,OK,0,0,3
1773615985,27298123107,27298406325,283.2,OK,0,0,3
1773615986,27298406390,27298798433,392.0,OK,0,0,3
1773615987,27298798497,27299328719,530.2,OK,0,0,3
1773615988,27299328801,27299611390,282.6,OK,0,0,3
1773615989,27299611468,27299894836,283.4,OK,0,0,3
1773615990,27299894952,27300177349,282.4,OK,0,0,3
1773615991,27300177425,27300460537,283.1,OK,0,0,3
1773615992,27300460623,27301066331,605.7,OK,0,0,3
1773615993,27301066449,27301349273,282.8,OK,0,0,3
1773615994,27301349341,27301632117,282.8,OK,0,0,3
1773615995,27301632175,27301947331,315.2,OK,0,0,3
1773615996,27301947390,27302571216,623.8,OK,0,0,3
1773615997,27302571278,27302854680,283.4,OK,0,0,3
1773615998,27302854781,27303138383,283.6,OK,0,0,3
1773615999,27303138463,27303453260,314.8,OK,0,0,3
1773616000,27303453347,27304078258,624.9,OK,0,0,3
1773616001,27304078371,27304361197,282.8,OK,0,0,3
1773616002,27304361284,27304644245,283.0,OK,0,0,3
1773616003,27304644320,27304958534,314.2,OK,0,0,3
1773616004,27304958613,27305562866,604.3,OK,0,0,3
1773616005,27305562946,27305846363,283.4,OK,0,0,3
1773616006,27305846446,27306129915,283.5,OK,0,0,3
1773616007,27306129998,27306442839,312.8,OK,0,0,3
1773616008,27306442920,27307056211,613.3,OK,0,0,3
1773616009,27307056295,27307339182,282.9,OK,0,0,3
1773616010,27307339259,27307621849,282.6,OK,0,0,3
1773616011,27307621943,27307924722,302.8,OK,0,0,3
1773616012,27307924805,27308313048,388.2,OK,0,0,3
1773616013,27308313158,27308861736,548.6,OK,0,0,3
1773616014,27308861813,27309145071,283.3,OK,0,0,3
1773616015,27309145170,27309499509,354.3,OK,0,0,3
1773616016,27309499578,27309782342,282.8,OK,0,0,3
1773616017,27309782403,27310064120,281.7,OK,0,0,3
1773616018,27310064177,27310423933,359.8,OK,0,0,3
1773616019,27310424042,27310835395,411.4,OK,0,0,3
1773616020,27310835472,27311118626,283.2,OK,0,0,3
1773616021,27311118718,27311503692,385.0,OK,0,0,3
1773616022,27311503767,27311787018,283.3,OK,0,0,3
1773616023,27311787099,27312108461,321.4,OK,0,0,3
1773616024,27312108540,27312504934,396.4,OK,0,0,3
1773616025,27312505018,27313047662,542.6,OK,0,0,3
1773616026,27313047740,27313330624,282.9,OK,0,0,3
1773616027,27313330708,27313685886,355.2,OK,0,0,3
1773616028,27313685969,27313970467,284.5,OK,0,0,3
1773616029,27313970548,27314298739,328.2,OK,0,0,3
1773616030,27314298821,27314686876,388.1,OK,0,0,3
1773616031,27314687008,27315247193,560.2,OK,0,0,3
1773616032,27315247276,27315530139,282.9,OK,0,0,3
1773616033,27315530206,27315883405,353.2,OK,0,0,3
1773616034,27315883462,27316165854,282.4,OK,0,0,3
1773616035,27316165913,27316448272,282.4,OK,0,0,3
1773616036,27316448354,27317418466,970.1,OK,0,0,3
1773616037,27317418545,27317701595,283.1,OK,0,0,3
1773616038,27317701675,27317984712,283.0,OK,0,0,3
1773616039,27317984788,27318267488,282.7,OK,0,0,3
1773616040,27318267564,27318551378,283.8,OK,0,0,3
1773616041,27318551455,0,0.0,TIMEOUT,0,-1,-1
1773616042,27319562434,0,0.0,NOT_LEADER,1,0,3
1773616044,27319900962,0,0.0,NOT_LEADER,1,0,3
1773616047,27320450943,0,0.0,NOT_LEADER,2,0,3
1773616049,27320978253,0,0.0,NOT_LEADER,4,0,3
1773616051,27321724280,0,0.0,NOT_LEADER,3,0,3
1773616053,27322404632,0,0.0,NOT_LEADER,1,0,3
1773616055,27322703124,0,0.0,NOT_LEADER,4,0,3
1773616057,27323205629,0,0.0,NOT_LEADER,4,0,3
1773616059,27323723338,0,0.0,NOT_LEADER,1,-1,4
1773616060,27323772392,0,0.0,NOT_LEADER,2,1,4
1773616061,27323914566,27324320944,406.4,OK,1,1,4
1773616062,27324321024,27324619401,298.4,OK,1,1,4
1773616063,27324619481,27324920057,300.6,OK,1,1,4
1773616064,27324920127,27325200120,280.0,OK,1,1,4
1773616065,27325200182,27325384781,184.6,OK,1,1,4
1773616066,27325384850,27325668241,283.4,OK,1,1,4
1773616067,27325668303,27325852954,184.7,OK,1,1,4
1773616068,27325853014,27326192163,339.1,OK,1,1,4
1773616069,27326192237,27326493513,301.3,OK,1,1,4
1773616070,27326493590,27326771745,278.2,OK,1,1,4
1773616071,27326771814,27326957059,185.2,OK,1,1,4
1773616072,27326957129,27327274887,317.8,OK,1,1,4
1773616073,27327274953,27327461484,186.5,OK,1,1,4
