SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773722381,13406297886,0,0.0,NOT_LEADER,2,0,2
1773722382,13407798049,13408237811,439.8,OK,0,0,2
1773722383,13409298217,13409608831,310.6,OK,0,0,2
1773722384,13410798367,13411111033,312.7,OK,0,0,2
1773722385,13412298529,13412613324,314.8,OK,0,0,2
1773722386,13413798687,13414116051,317.4,OK,0,0,2
1773722387,13415298848,13415619308,320.5,OK,0,0,2
1773722388,13416799032,13417123002,324.0,OK,0,0,2
1773722389,13418299195,13418625848,326.7,OK,0,0,2
1773722390,13419799342,13420127467,328.1,OK,0,0,2
1773722391,13421299529,13421630188,330.7,OK,0,0,2
1773722392,13422799684,13423131842,332.2,OK,0,0,2
1773722393,13424299847,13424634539,334.7,OK,0,0,2
1773722394,13425799978,13426137583,337.6,OK,0,0,2
1773722395,13427300151,0,0.0,TIMEOUT,0,-1,-1
1773722396,13428800279,0,0.0,NOT_LEADER,2,-1,3
1773722397,13430300422,0,0.0,NOT_LEADER,3,-1,4
1773722398,13431800593,0,0.0,NOT_LEADER,2,1,5
1773722399,13433300723,13433823170,522.4,OK,1,1,5
1773722400,13434800884,13435326429,525.5,OK,1,1,5
1773722401,13436301011,13436714958,413.9,OK,1,1,5
1773722402,13437801160,13437987141,186.0,OK,1,1,5
1773722403,13439301314,13439486130,184.8,OK,1,1,5
1773722404,13440801469,13440986534,185.1,OK,1,1,5
1773722405,13442301714,13442490046,188.3,OK,1,1,5
1773722406,13443801910,13443992075,190.2,OK,1,1,5
1773722407,13445302068,13445493758,191.7,OK,1,1,5
1773722408,13446802230,13446995531,193.3,OK,1,1,5
1773722409,13448302391,13448497991,195.6,OK,1,1,5
1773722410,13449802563,13449999497,196.9,OK,1,1,5
1773722411,13451302728,13451504298,201.6,OK,1,1,5
1773722412,13452802904,13453005220,202.3,OK,1,1,5
1773722413,13454303054,13454506919,203.9,OK,1,1,5
1773722414,13455803198,13456011042,207.8,OK,1,1,5
1773722415,13457303345,0,0.0,TIMEOUT,1,-1,-1
1773722417,13460303774,0,0.0,NOT_LEADER,2,-1,7
1773722418,13461803959,0,0.0,NOT_LEADER,4,2,7
1773722419,13463304130,13464008077,703.9,OK,2,2,7
1773722420,13464804284,13465558228,753.9,OK,2,2,7
1773722421,13466304428,13467060169,755.7,OK,2,2,7
1773722422,13467804700,13468341856,537.2,OK,2,2,7
1773722423,13469304867,13469768144,463.3,OK,2,2,7
1773722424,13470805026,13471269907,464.9,OK,2,2,7
1773722425,13472305181,13472773981,468.8,OK,2,2,7
1773722426,13473805369,13474276279,470.9,OK,2,2,7
1773722427,13475305541,13475777474,471.9,OK,2,2,7
1773722428,13476805704,13477279557,473.9,OK,2,2,7
1773722429,13478305858,13478782358,476.5,OK,2,2,7
1773722430,13479806096,13480283296,477.2,OK,2,2,7
1773722431,13481306247,13481786886,480.6,OK,2,2,7
1773722432,13482806384,13483289218,482.8,OK,2,2,7
1773722433,13484306561,13484792232,485.7,OK,2,2,7
1773722434,13485806863,0,0.0,TIMEOUT,2,-1,-1
1773722435,13487307003,0,0.0,NOT_LEADER,3,-1,8
1773722436,13488807164,0,0.0,NOT_LEADER,4,-1,8
1773722437,13490307320,0,0.0,NOT_LEADER,3,1,9
1773722438,13491807469,13492275501,468.0,OK,1,1,9
1773722439,13493307620,13493783392,475.8,OK,1,1,9
1773722440,13494807789,13495280530,472.7,OK,1,1,9
1773722441,13496307951,13496495156,187.2,OK,1,1,9
1773722442,13497808120,13497996058,187.9,OK,1,1,9
1773722443,13499308351,13499494270,185.9,OK,1,1,9
1773722444,13500808523,13500995761,187.2,OK,1,1,9
1773722445,13502308759,13502495796,187.0,OK,1,1,9
1773722446,13503808921,13503996451,187.5,OK,1,1,9
1773722447,13505309063,13505561653,252.6,OK,1,1,9
1773722448,13506809213,13507062253,253.0,OK,1,1,9
1773722449,13508309365,13508560560,251.2,OK,1,1,9
1773722450,13509809526,13510061512,252.0,OK,1,1,9
1773722451,13511309888,13511560597,250.7,OK,1,1,9
1773722452,13512810048,13513063010,253.0,OK,1,1,9
1773722453,13514310210,0,0.0,TIMEOUT,1,-1,-1
1773722454,13515810361,0,0.0,NOT_LEADER,0,-1,10
1773722455,13517310522,0,0.0,NOT_LEADER,3,0,11
1773722456,13518810678,13519262220,451.5,OK,0,0,11
1773722457,13520310835,13520760335,449.5,OK,0,0,11
1773722458,13521810991,13522270972,460.0,OK,0,0,11
1773722459,13523311157,13523774535,463.4,OK,0,0,11
1773722460,13524811300,13525149259,338.0,OK,0,0,11
1773722461,13526311437,13526652563,341.1,OK,0,0,11
1773722462,13527811601,13528155269,343.7,OK,0,0,11
1773722463,13529311758,13529655004,343.2,OK,0,0,11
1773722464,13530811975,13531157035,345.1,OK,0,0,11
1773722465,13532312134,13532658223,346.1,OK,0,0,11
1773722466,13533812286,13534160066,347.8,OK,0,0,11
1773722467,13535312433,13535662171,349.7,OK,0,0,11
1773722468,13536812582,13537165373,352.8,OK,0,0,11
1773722469,13538312758,13538665596,352.8,OK,0,0,11
1773722470,13539812923,13540169338,356.4,OK,0,0,11
1773722471,13541313102,13541670230,357.1,OK,0,0,11
1773722472,13542813260,0,0.0,TIMEOUT,0,-1,-1
1773722474,13545813553,0,0.0,NOT_LEADER,2,-1,13
1773722475,13547313699,0,0.0,NOT_LEADER,1,3,13
1773722476,13548813874,0,0.0,TIMEOUT,3,-1,-1
1773722478,13551814189,13551814248,0.1,OK,2,3,14
1773722479,13553314331,0,0.0,NOT_LEADER,2,3,14
1773722480,13554814646,0,0.0,NOT_LEADER,3,3,14
1773722481,13556314902,13556314973,0.1,OK,3,3,14
1773722482,13557815071,13557815151,0.1,OK,3,3,14
1773722483,13559315230,13559315319,0.1,OK,3,3,14
1773722484,13560815407,13560815489,0.1,OK,3,3,14
1773722485,13562315565,13562315655,0.1,OK,3,3,14
1773722486,13563815719,13563815804,0.1,OK,3,3,14
1773722487,13565315908,13565315971,0.1,OK,3,3,14
1773722488,13566816088,0,0.0,NOT_LEADER,3,2,15
1773722489,13568316262,13568819946,503.7,OK,2,2,15
1773722490,13569816352,13570321311,505.0,OK,2,2,15
1773722491,13571316500,13571822954,506.5,OK,2,2,15
1773722492,13572816644,13573324543,507.9,OK,2,2,15
1773722493,13574316923,13574826553,509.6,OK,2,2,15
1773722494,13575817126,13576329139,512.0,OK,2,2,15
1773722495,13577317305,13577832470,515.2,OK,2,2,15
1773722496,13578817466,13579334370,516.9,OK,2,2,15
1773722497,13580317624,13580838098,520.5,OK,2,2,15
1773722498,13581817768,13582339500,521.7,OK,2,2,15
1773722499,13583318046,0,0.0,TIMEOUT,2,-1,-1
1773722500,13584818197,0,0.0,NOT_LEADER,1,3,16
1773722501,13586318346,13586650429,332.1,OK,3,3,16
1773722502,13587818529,13588148630,330.1,OK,3,3,16
1773722503,13589318776,13589648339,329.6,OK,3,3,16
1773722504,13590818952,13591148687,329.7,OK,3,3,16
1773722505,13592319141,13592645910,326.8,OK,3,3,16
1773722506,13593819309,13594148086,328.8,OK,3,3,16
1773722507,13595319466,13595647839,328.4,OK,3,3,16
1773722508,13596819619,13597150810,331.2,OK,3,3,16
1773722509,13598319891,13598650789,330.9,OK,3,3,16
1773722510,13599820053,13600148688,328.6,OK,3,3,16
1773722511,13601320212,13601652057,331.8,OK,3,3,16
1773722512,13602820375,13603150260,329.9,OK,3,3,16
1773722513,13604320559,13604650887,330.3,OK,3,3,16
1773722514,13605820859,13606153869,333.0,OK,3,3,16
1773722515,13607321027,13607654670,333.6,OK,3,3,16
1773722516,13608821205,0,0.0,TIMEOUT,3,-1,-1
1773722517,13610321371,0,0.0,NOT_LEADER,4,-1,17
1773722518,13611821549,0,0.0,NOT_LEADER,2,-1,17
1773722519,13613321821,0,0.0,NOT_LEADER,1,0,18
1773722520,13614822013,13615480547,658.5,OK,0,0,18
1773722521,13616322184,13616759493,437.3,OK,0,0,18
1773722522,13617822363,13618260226,437.9,OK,0,0,18
1773722523,13619322504,13619617411,294.9,OK,0,0,18
1773722524,13620822650,13621117763,295.1,OK,0,0,18
1773722525,13622322895,13622617109,294.2,OK,0,0,18
1773722526,13623823065,13624117959,294.9,OK,0,0,18
1773722527,13625323294,13625617992,294.7,OK,0,0,18
1773722528,13626823470,13627119166,295.7,OK,0,0,18
1773722529,13628323626,13628618543,294.9,OK,0,0,18
1773722530,13629823799,13630118870,295.1,OK,0,0,18
1773722531,13631324037,13631619344,295.3,OK,0,0,18
1773722532,13632824223,13633119458,295.2,OK,0,0,18
1773722533,13634324408,13634620063,295.7,OK,0,0,18
1773722534,13635824583,13636121906,297.3,OK,0,0,18
1773722535,13637324747,0,0.0,TIMEOUT,0,-1,-1
1773722536,13638824912,0,0.0,NOT_LEADER,1,-1,19
1773722538,13641825169,0,0.0,NOT_LEADER,1,4,20
1773722539,13643325270,13643971944,646.7,OK,4,4,20
1773722540,13644825397,13645473262,647.9,OK,4,4,20
1773722541,13646325532,13646982383,656.9,OK,4,4,20
1773722542,13647825880,13648375637,549.8,OK,4,4,20
1773722543,13649326046,0,0.0,TIMEOUT,4,-1,-1
1773722544,13650826185,13650995271,169.1,OK,0,4,20
1773722545,13652326329,0,0.0,NOT_LEADER,0,4,20
1773722546,13653826500,0,0.0,NOT_LEADER,4,4,20
1773722547,13655326672,13655326750,0.1,OK,4,4,20
1773722548,13656826889,13656826961,0.1,OK,4,4,20
1773722549,13658327091,13658327148,0.1,OK,4,4,20
1773722550,13659827251,13659827309,0.1,OK,4,4,20
1773722551,13661327411,0,0.0,NOT_LEADER,4,2,21
1773722552,13662827568,13663451313,623.7,OK,2,2,21
1773722553,13664327715,13664957187,629.5,OK,2,2,21
1773722554,13665827887,13666457551,629.7,OK,2,2,21
1773722555,13667328066,13667958781,630.7,OK,2,2,21
1773722556,13668828251,13669460921,632.7,OK,2,2,21
1773722557,13670328431,13670970826,642.4,OK,2,2,21
1773722558,13671828729,13672479006,650.3,OK,2,2,21
1773722559,13673328932,13673969524,640.6,OK,2,2,21
1773722560,13674829164,13675472893,643.7,OK,2,2,21
1773722561,13676329341,13676974900,645.6,OK,2,2,21
1773722562,13677829487,13678546158,716.7,OK,2,2,21
1773722563,13679329684,13679979125,649.4,OK,2,2,21
1773722564,13680829826,13681481793,652.0,OK,2,2,21
