SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773612971,24330281654,0,0.0,NOT_LEADER,0,1,3
1773612972,24330601781,24330861067,259.3,OK,1,1,3
1773612973,24330861128,24331197614,336.5,OK,1,1,3
1773612974,24331197670,24331566984,369.3,OK,1,1,3
1773612975,24331567042,24331782224,215.2,OK,1,1,3
1773612976,24331782279,24332119895,337.6,OK,1,1,3
1773612977,24332119968,24332445890,325.9,OK,1,1,3
1773612978,24332445967,24332785336,339.4,OK,1,1,3
1773612979,24332785416,24333001942,216.5,OK,1,1,3
1773612980,24333002019,24333340070,338.1,OK,1,1,3
1773612981,24333340144,24333557142,217.0,OK,1,1,3
1773612982,24333557207,24333947610,390.4,OK,1,1,3
1773612983,24333947666,24334333955,386.3,OK,1,1,3
1773612984,24334334017,24334550206,216.2,OK,1,1,3
1773612985,24334550265,24334888120,337.9,OK,1,1,3
1773612986,24334888176,24335104234,216.1,OK,1,1,3
1773612987,24335104293,24335441319,337.0,OK,1,1,3
1773612988,24335441384,24335790174,348.8,OK,1,1,3
1773612989,24335790258,24336008788,218.5,OK,1,1,3
1773612990,24336008861,24336347759,338.9,OK,1,1,3
1773612991,24336347838,24336568041,220.2,OK,1,1,3
1773612992,24336568129,24336952624,384.5,OK,1,1,3
1773612993,24336952696,24337344262,391.6,OK,1,1,3
1773612994,24337344338,24337563278,218.9,OK,1,1,3
1773612995,24337563362,24337902055,338.7,OK,1,1,3
1773612996,24337902127,24338119121,217.0,OK,1,1,3
1773612997,24338119236,24338456583,337.3,OK,1,1,3
1773612998,24338456658,24338795868,339.2,OK,1,1,3
1773612999,24338795932,24339012060,216.1,OK,1,1,3
1773613000,24339012115,24339349339,337.2,OK,1,1,3
1773613001,24339349398,24339566415,217.0,OK,1,1,3
1773613002,24339566473,24339955908,389.4,OK,1,1,3
1773613003,24339955966,24340340716,384.8,OK,1,1,3
1773613004,24340340772,24340557932,217.2,OK,1,1,3
1773613005,24340558043,24340896152,338.1,OK,1,1,3
