SeqNo,Sent(usec),Received(usec),Latency(ms),Result,TargetNode,LeaderHint,Term
1773610637,21996712610,21997313493,600.9,OK,0,0,525
1773610638,21997313564,21997680364,366.8,OK,0,0,525
1773610639,21997680423,21997966713,286.3,OK,0,0,525
1773610640,21997966865,21998279946,313.1,OK,0,0,525
1773610641,21998280032,21998568849,288.8,OK,0,0,525
1773610642,21998568925,21998853612,284.7,OK,0,0,525
1773610643,21998853717,0,0.0,TIMEOUT,0,-1,-1
1773610644,21999864708,22000074646,209.9,OK,3,0,525
1773610645,22000074703,0,0.0,NOT_LEADER,3,0,525
1773610646,22000292584,0,0.0,NOT_LEADER,0,0,525
1773610647,22000500398,22000578074,77.7,OK,0,0,525
1773610648,22000578131,22000827528,249.4,OK,0,0,525
1773610649,22000827599,22000981424,153.8,OK,0,0,525
1773610650,22000981505,22001177411,195.9,OK,0,0,525
1773610651,22001177488,22001364145,186.7,OK,0,0,525
1773610652,22001364233,22001535543,171.3,OK,0,0,525
1773610653,22001535639,22001929979,394.3,OK,0,0,525
1773610654,22001930064,22002084585,154.5,OK,0,0,525
1773610655,22002084667,22002279742,195.1,OK,0,0,525
1773610656,22002279829,22002433778,153.9,OK,0,0,525
1773610657,22002433858,22002668761,234.9,OK,0,0,525
1773610658,22002668847,22002822918,154.1,OK,0,0,525
1773610659,22002823003,22002977007,154.0,OK,0,0,525
1773610660,22002977078,22003237258,260.2,OK,0,0,525
1773610661,22003237314,22003391488,154.2,OK,0,0,525
1773610662,22003391556,22003613699,222.1,OK,0,0,525
1773610663,22003613787,22003794965,181.2,OK,0,0,525
1773610664,22003795050,22003949119,154.1,OK,0,0,525
1773610665,22003949176,22004239128,290.0,OK,0,0,525
1773610666,22004239188,22004393320,154.1,OK,0,0,525
1773610667,22004393382,22004819405,426.0,OK,0,0,525
1773610668,22004819470,22004973601,154.1,OK,0,0,525
1773610669,22004973658,22005226101,252.4,OK,0,0,525
1773610670,22005226161,22005380090,153.9,OK,0,0,525
1773610671,22005380148,22005583962,203.8,OK,0,0,525
1773610672,22005584044,22005742415,158.4,OK,0,0,525
1773610673,22005742483,22005896664,154.2,OK,0,0,525
1773610674,22005896796,22006185707,288.9,OK,0,0,525
1773610675,22006185784,22006340194,154.4,OK,0,0,525
1773610676,22006340272,22006585633,245.4,OK,0,0,525
1773610677,22006585710,22006788720,203.0,OK,0,0,525
1773610678,22006788819,22007124132,335.3,OK,0,0,525
1773610679,22007124264,22007327049,202.8,OK,0,0,525
1773610680,22007327126,22007481361,154.2,OK,0,0,525
1773610681,22007481437,22007687582,206.1,OK,0,0,525
1773610682,22007687685,22007841778,154.1,OK,0,0,525
1773610683,22007841855,22008089775,247.9,OK,0,0,525
1773610684,22008089852,22008251580,161.7,OK,0,0,525
1773610685,22008251656,22008405657,154.0,OK,0,0,525
1773610686,22008405735,22008693798,288.1,OK,0,0,525
1773610687,22008693875,22008848076,154.2,OK,0,0,525
1773610688,22008848213,22009090298,242.1,OK,0,0,525
1773610689,22009090385,22009296306,205.9,OK,0,0,525
1773610690,22009296368,22009637463,341.1,OK,0,0,525
1773610691,22009637523,22009842717,205.2,OK,0,0,525
1773610692,22009842801,22009997078,154.3,OK,0,0,525
1773610693,22009997142,22010218905,221.8,OK,0,0,525
1773610694,22010218961,22010372989,154.0,OK,0,0,525
1773610695,22010373084,22010598873,225.8,OK,0,0,525
1773610696,22010598928,22010799555,200.6,OK,0,0,525
1773610697,22010799615,22010953589,154.0,OK,0,0,525
1773610698,22010953662,22011223200,269.5,OK,0,0,525
1773610699,22011223285,22011634548,411.3,OK,0,0,525
1773610700,22011634624,22011843666,209.0,OK,0,0,525
1773610701,22011843743,22011997966,154.2,OK,0,0,525
1773610702,22011998043,22012219176,221.1,OK,0,0,525
1773610703,22012219263,22012373248,154.0,OK,0,0,525
1773610704,22012373348,22012602549,229.2,OK,0,0,525
1773610705,22012602636,22012792534,189.9,OK,0,0,525
1773610706,22012792610,22012946792,154.2,OK,0,0,525
1773610707,22012946884,22013243355,296.5,OK,0,0,525
1773610708,22013243434,22013397572,154.1,OK,0,0,525
1773610709,22013397652,22013837307,439.7,OK,0,0,525
1773610710,22013837384,22013991593,154.2,OK,0,0,525
1773610711,22013991676,22014207358,215.7,OK,0,0,525
1773610712,22014207442,22014361568,154.1,OK,0,0,525
1773610713,22014361644,22014634803,273.2,OK,0,0,525
1773610714,22014634881,22014788884,154.0,OK,0,0,525
1773610715,22014789083,22014943195,154.1,OK,0,0,525
1773610716,22014943269,22015233641,290.4,OK,0,0,525
1773610717,22015233719,22015387944,154.2,OK,0,0,525
1773610718,22015388132,22015601078,212.9,OK,0,0,525
1773610719,22015601205,22015833777,232.6,OK,0,0,525
1773610720,22015833960,22016139694,305.7,OK,0,0,525
1773610721,22016139775,22016342849,203.1,OK,0,0,525
1773610722,22016342977,22016496984,154.0,OK,0,0,525
1773610723,22016497060,22016703628,206.6,OK,0,0,525
1773610724,22016703711,22016857819,154.1,OK,0,0,525
1773610725,22016857893,22017103766,245.9,OK,0,0,525
1773610726,22017103842,22017266300,162.5,OK,0,0,525
1773610727,22017266376,22017420423,154.0,OK,0,0,525
1773610728,22017420517,22017708278,287.8,OK,0,0,525
1773610729,22017708362,22017862509,154.1,OK,0,0,525
1773610730,22017862580,22018280745,418.2,OK,0,0,525
1773610731,22018280809,0,0.0,TIMEOUT,0,-1,-1
1773610732,22019292139,0,0.0,NOT_LEADER,2,0,525
1773610733,22019573487,0,0.0,TIMEOUT,0,-1,-1
1773610734,22020585052,0,0.0,TIMEOUT,0,-1,-1
1773610735,22021596468,0,0.0,NOT_LEADER,1,0,525
1773610736,22021672440,22021986165,313.7,OK,0,0,525
1773610737,22021986247,22021986522,0.3,OK,0,0,525
1773610738,22021986554,22021987759,1.2,OK,0,0,525
1773610739,22021987810,22022140672,152.9,OK,0,0,525
1773610740,22022140755,22022140797,0.0,OK,0,0,525
1773610741,22022140811,0,0.0,TIMEOUT,0,-1,-1
1773610742,22023152157,0,0.0,NOT_LEADER,3,0,525
1773610743,22023331844,0,0.0,TIMEOUT,0,-1,-1
1773610744,22024501337,0,0.0,NOT_LEADER,2,0,525
1773610745,22024646444,0,0.0,TIMEOUT,0,-1,-1
1773610746,22025657855,0,0.0,NOT_LEADER,3,0,525
1773610747,22025835576,0,0.0,TIMEOUT,0,-1,-1
1773610748,22026846940,0,0.0,TIMEOUT,0,-1,-1
1773610749,22027858379,0,0.0,TIMEOUT,0,-1,-1
1773610750,22028869839,0,0.0,TIMEOUT,0,-1,-1
1773610751,22029881217,0,0.0,NOT_LEADER,4,0,525
1773610752,22030400621,0,0.0,TIMEOUT,0,-1,-1
1773610753,22031412140,0,0.0,NOT_LEADER,1,0,525
1773610754,22031456629,0,0.0,TIMEOUT,0,-1,-1
1773610755,22032468146,0,0.0,NOT_LEADER,1,0,525
1773610756,22032510087,0,0.0,TIMEOUT,0,-1,-1
1773610757,22033521540,0,0.0,NOT_LEADER,2,0,525
1773610758,22033668683,0,0.0,TIMEOUT,0,-1,-1
1773610759,22034680147,0,0.0,NOT_LEADER,1,0,525
1773610760,22034722095,0,0.0,TIMEOUT,0,-1,-1
1773610761,22035733515,0,0.0,NOT_LEADER,4,0,525
1773610762,22035998051,0,0.0,TIMEOUT,0,-1,-1
1773610763,22037009437,0,0.0,NOT_LEADER,1,0,525
1773610764,22037051311,0,0.0,TIMEOUT,0,-1,-1
